Company,Quarter,Return on Assets,Return on Capital,Return on Equity,Return on Common Equity,Gross Margin,EBITDA Margin,EBITA Margin,EBIT Margin,Earnings from Cont. Ops Margin,Net Income Margin,Net Income Avail. for Common Margin,Normalized Net Income Margin,Levered Free Cash Flow Margin,Unlevered Free Cash Flow Margin,Total Asset Turnover,Fixed Asset Turnover,Accounts Receivable Turnover,Inventory Turnover,Current Ratio,Quick Ratio,Cash from Ops. to Curr. Liab.,Avg. Days Sales Out.,Avg. Days Inventory Out.,Avg. Days Payable Out.,Avg. Cash Conversion Cycle,Total Debt/Equity,Total Debt/Capital,LT Debt/Equity,LT Debt/Capital,Total Liabilities/Total Assets,EBIT / Interest Exp.,EBITDA / Interest Exp.,(EBITDA-CAPEX) / Interest Exp.,Total Debt/EBITDA,Total Debt/(EBITDA-CAPEX)
MRK,2016-06-30,0.055,0.079,0.111,0.111,0.653,0.36700000000000005,0.324,0.22,0.12300000000000001,0.122,0.122,0.128,0.098,0.10800000000000001,0.4,3.2,5.7,2.6,1.9,1.3,0.4,63.6,137.8,60.7,140.7,0.5589999999999999,0.359,0.544,0.349,0.55,12.7,21.2,19.0,1.7,1.9
MRK,2016-09-30,0.081,0.115,0.2,0.201,0.68,0.408,0.373,0.3,0.20800000000000002,0.207,0.207,0.185,0.20800000000000002,0.218,0.4,3.5,5.9,2.6,1.9,1.3,0.8,62.3,143.1,68.2,137.2,0.5720000000000001,0.364,0.5379999999999999,0.342,0.5529999999999999,18.6,25.3,22.9,1.5,1.6
MRK,2016-12-31,0.067,0.096,-0.055999999999999994,-0.057,0.674,0.368,0.341,0.255,-0.057999999999999996,-0.059000000000000004,-0.059000000000000004,0.145,0.478,0.489,0.4,3.4,5.6,2.6,1.8,1.2,0.8,65.4,140.9,83.2,123.1,0.617,0.382,0.603,0.373,0.5770000000000001,14.3,20.7,17.6,1.7,2.0
MRK,2017-03-31,0.059000000000000004,0.084,0.155,0.155,0.6920000000000001,0.36,0.321,0.239,0.165,0.16399999999999998,0.16399999999999998,0.14800000000000002,0.034,0.046,0.4,3.1,5.4,2.3,1.6,1.1,0.1,67.2,154.8,74.6,147.4,0.711,0.41600000000000004,0.586,0.342,0.585,12.4,18.7,16.8,2.1,2.3
MRK,2017-06-30,0.073,0.10300000000000001,0.196,0.196,0.6940000000000001,0.39399999999999996,0.35600000000000004,0.27699999999999997,0.196,0.196,0.196,0.17,0.33399999999999996,0.34600000000000003,0.4,3.3,5.5,2.3,1.5,1.0,0.7,66.5,158.2,74.8,149.8,0.627,0.385,0.547,0.336,0.5720000000000001,14.3,20.3,18.2,1.6,1.8
MRK,2017-09-30,0.015,0.021,-0.005,-0.006,0.682,0.163,0.126,0.052000000000000005,-0.005,-0.005,-0.005,0.036000000000000004,-0.076,-0.065,0.4,3.4,5.5,2.5,1.4,1.0,,67.3,149.5,81.4,135.5,0.7020000000000001,0.41200000000000003,0.568,0.33399999999999996,0.58,2.9,8.9,6.6,4.0,5.4
MRK,2017-12-31,0.069,0.1,-0.114,-0.115,0.6729999999999999,0.35100000000000003,0.32299999999999995,0.239,-0.099,-0.1,-0.1,0.145,0.35200000000000004,0.364,0.5,3.4,5.7,2.6,1.3,0.8,0.9,64.3,139.7,81.1,122.9,0.708,0.414,0.619,0.363,0.607,13.1,19.3,15.5,1.7,2.1
MRK,2018-03-31,0.037000000000000005,0.055,0.087,0.087,0.6829999999999999,0.242,0.20199999999999999,0.129,0.07400000000000001,0.073,0.073,0.081,0.034,0.045,0.5,3.2,5.7,2.4,1.4,0.9,0.3,63.5,148.4,81.4,130.5,0.698,0.41100000000000003,0.638,0.375,0.606,7.0,13.1,10.7,2.4,3.0
MRK,2018-06-30,0.07400000000000001,0.111,0.20600000000000002,0.20600000000000002,0.674,0.365,0.311,0.24100000000000002,0.16399999999999998,0.163,0.163,0.136,0.226,0.23800000000000002,0.5,3.3,5.8,2.6,1.3,0.8,0.7,63.2,140.7,87.7,116.2,0.716,0.41700000000000004,0.613,0.35700000000000004,0.615,13.0,19.7,16.7,1.5,1.8
MRK,2018-09-30,0.086,0.13,0.239,0.24,0.6779999999999999,0.371,0.33299999999999996,0.27,0.18100000000000002,0.18100000000000002,0.18100000000000002,0.16,0.215,0.226,0.5,3.4,5.9,2.6,1.4,1.0,0.6,62.5,140.0,75.7,126.9,0.727,0.42100000000000004,0.615,0.35600000000000004,0.616,15.4,21.1,17.6,1.5,1.8
MRK,2018-12-31,0.09300000000000001,0.14400000000000002,0.239,0.247,0.7020000000000001,0.376,0.371,0.284,0.162,0.166,0.166,0.17600000000000002,0.318,0.33,0.5,3.4,6.0,2.4,1.2,0.7,0.6,61.1,152.3,100.1,113.2,0.937,0.484,0.74,0.382,0.675,15.4,20.3,15.8,1.5,2.0
MRK,2019-03-31,0.107,0.166,0.42,0.43,0.721,0.408,0.364,0.32799999999999996,0.265,0.27,0.27,0.19699999999999998,0.10300000000000001,0.115,0.5,3.1,5.8,2.2,1.4,0.9,0.3,62.5,166.3,112.9,115.8,0.975,0.494,0.851,0.431,0.664,17.0,21.5,18.6,1.5,1.7
MRK,2019-06-30,0.11800000000000001,0.179,0.382,0.387,0.722,0.409,0.36700000000000005,0.33399999999999996,0.225,0.22699999999999998,0.22699999999999998,0.19699999999999998,0.237,0.25,0.6,3.2,5.9,2.3,1.2,0.8,0.6,61.9,161.0,115.2,107.7,0.995,0.499,0.848,0.425,0.67,16.9,21.0,17.6,1.4,1.7
MRK,2019-09-30,0.133,0.203,0.27899999999999997,0.27899999999999997,0.733,0.423,0.385,0.358,0.154,0.153,0.153,0.214,0.214,0.226,0.6,3.3,5.9,2.3,1.3,0.8,0.8,62.8,162.3,123.5,101.6,1.0070000000000001,0.502,0.871,0.434,0.677,19.2,23.1,18.9,1.3,1.6
MRK,2019-12-31,0.091,0.14300000000000002,0.35700000000000004,0.35700000000000004,0.6990000000000001,0.332,0.331,0.258,0.19899999999999998,0.19899999999999998,0.19899999999999998,0.159,0.342,0.354,0.6,3.0,6.0,2.4,1.2,0.8,0.9,61.3,152.6,118.2,95.7,1.052,0.513,0.904,0.441,0.6920000000000001,14.0,18.4,13.2,1.7,2.4
